origin,Organism/Name,kingdom,phylum,class,order,family,genus
RefSeq-v211,Mycobacterium phage Fredward,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Anubis,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage PhrostyMug,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Quink,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kostyavirus
RefSeq-v211,Sinorhizobium phage phiM12,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Emdodecavirus
RefSeq-v211,Mycobacterium phage DrDrey,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kostyavirus
RefSeq-v211,Bacillus phage phiCM3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Camtrevirus
RefSeq-v211,Enterobacteria phage fiAA91-ss,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirus
RefSeq-v211,Bacillus phage Troll,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bequatrovirus
RefSeq-v211,Mycobacterium phage Wheeler,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Goku,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kostyavirus
RefSeq-v211,Mycobacterium phage Adzzy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Bruin,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kostyavirus
RefSeq-v211,Mycobacterium phage Nala,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kostyavirus
RefSeq-v211,Mycobacterium phage PhatBacter,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kostyavirus
RefSeq-v211,Pseudomonas phage MP48,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Casadabanvirus
RefSeq-v211,Escherichia phage vB_EcoP_PhAPEC7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Gamaleyavirus
RefSeq-v211,Escherichia phage vB_EcoM_PhAPEC2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Mosigvirus
RefSeq-v211,Escherichia phage 4MG,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Seunavirus
RefSeq-v211,Mycobacterium phage Artemis2UCLA,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage CloudWang3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Conspiracy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Graduation,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Zaka,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Streptococcus phage 20617,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Escherichia phage vB_EcoP_PhAPEC5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Gamaleyavirus
RefSeq-v211,Lactobacillus phage phiJB,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Staphylococcus phage YMC/09/04/R1988,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Triavirus
RefSeq-v211,Staphylococcus phage phiRS7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Bacillus phage BigBertha,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bequatrovirus
RefSeq-v211,Bacillus phage Grass,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Nitunavirus
RefSeq-v211,Bacillus phage Spock,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bequatrovirus
RefSeq-v211,Pseudomonas phage TL,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Bruynoghevirus
RefSeq-v211,Shigella phage SfIV,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Erwinia phage FE44,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Berlinvirus
RefSeq-v211,Cronobacter phage Dev2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kayfunavirus
RefSeq-v211,Clostridium phage CDMH1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Yongloolinvirus
RefSeq-v211,Lactobacillus phage J-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Junavirus
RefSeq-v211,Arthrobacter phage vB_ArS-ArV2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Mycobacterium phage Validus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Timquatrovirus
RefSeq-v211,Enterobacteria phage IME_EC2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Murrayvirus
RefSeq-v211,Klebsiella phage F19,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Drulisvirus
RefSeq-v211,Escherichia phage vB_EcoS_AHP42,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Rogunavirus
RefSeq-v211,Escherichia phage vB_EcoS_AHS24,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Rogunavirus
RefSeq-v211,Escherichia phage vB_EcoS_AKS96,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Rogunavirus
RefSeq-v211,Shigella phage 75/02 Stx,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Diegovirus
RefSeq-v211,Lactobacillus phage phi jlb1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Ralstonia phage RSK1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Firingavirus
RefSeq-v211,Pseudomonas phage phiIBB-PAA2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Bruynoghevirus
RefSeq-v211,Mycobacterium phage EagleEye,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Erwinia phage Ea9-2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Johnsonvirus
RefSeq-v211,Mycobacterium phage BellusTerra,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Donovan,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fishburnevirus
RefSeq-v211,Pectobacterium bacteriophage PM2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Mycobacterium phage Bernardo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pipefishvirus
RefSeq-v211,Mycobacterium phage HanShotFirst,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Jovo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage HufflyPuff,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kostyavirus
RefSeq-v211,Escherichia phage vB_EcoM_JS09,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Mosigvirus
RefSeq-v211,Burkholderia phage Bp-AMP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Ampunavirus
RefSeq-v211,Enterococcus phage IME-EF4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Efquatrovirus
RefSeq-v211,Oenococcus phage phiS11,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Sozzivirus
RefSeq-v211,Oenococcus phage phiS13,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Sozzivirus
RefSeq-v211,Staphylococcus phage vB_SepS_SEP9,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Sextaecvirus
RefSeq-v211,Escherichia phage HY01,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Oenococcus phage phi9805,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Sozzivirus
RefSeq-v211,Clostridium phage phiCDHM13,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Sherbrookevirus
RefSeq-v211,Mycobacterium phage Echild,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Klebsiella phage K64-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Alcyoneusvirus
RefSeq-v211,Clostridium phage phiCDHM11,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Sherbrookevirus
RefSeq-v211,Mycobacterium phage Nyxis,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Obama12,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage MichelleMyBell,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Buttersvirus
RefSeq-v211,Mycobacterium phage Saal,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage 32HC,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Trigintaduovirus
RefSeq-v211,Bacillus phage vB_BtS_BMBtp3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Waukeshavirus
RefSeq-v211,Bacillus phage Bp8p-C,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Agatevirus
RefSeq-v211,Bacillus phage Bp8p-T,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Agatevirus
RefSeq-v211,Salmonella phage STP4-a,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Gelderlandvirus
RefSeq-v211,Escherichia phage FFH2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Vequintavirus
RefSeq-v211,Streptococcus phage DCC1738,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Streptococcus phage K13,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Streptococcus phage IC1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Pseudomonas phage vB_PaeP_Tr60_Ab31,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,
RefSeq-v211,Staphylococcus phage phiSA12,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Kayvirus
RefSeq-v211,Pseudomonas phage phi2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Vibrio phage PV94,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Vulnificusvirus
RefSeq-v211,Staphylococcus phage GRCS,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Rountreeviridae,Rosenblumvirus
RefSeq-v211,Enterobacter phage PG7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Karamvirus
RefSeq-v211,Citrobacter phage CR44b,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kayfunavirus
RefSeq-v211,Citrobacter phage CR8,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kayfunavirus
RefSeq-v211,Escherichia phage phi191,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Oslovirus
RefSeq-v211,Mycobacterium phage Seabiscuit,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage 40AC,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Alsfro,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage 20ES,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage CRB1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Pseudomonas phage phiPsa374,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Otagovirus
RefSeq-v211,Mycobacterium phage RhynO,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Escherichia phage Bp4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Gamaleyavirus
RefSeq-v211,Listeria phage LP-030-3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Listeria phage LP-101,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Slepowronvirus
RefSeq-v211,Pseudomonas phage KPP25,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Kochitakasuvirus
RefSeq-v211,Staphylococcus phage DW2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Phietavirus
RefSeq-v211,Salmonella phage vB_SenS-Ent3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Jerseyvirus
RefSeq-v211,Salmonella phage vB_SenS-Ent2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Jerseyvirus
RefSeq-v211,Mycobacterium phage Lamina13,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Enterobacteria phage 9g,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Nonagvirus
RefSeq-v211,Serratia phage PS2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Muldoonvirus
RefSeq-v211,Pseudomonas phage JD024,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Casadabanvirus
RefSeq-v211,Ralstonia phage RS138,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Listeria phage LMTA-34,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Pecentumvirus
RefSeq-v211,Listeria phage LMTA-148,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Pecentumvirus
RefSeq-v211,Listeria phage LMTA-57,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Pecentumvirus
RefSeq-v211,Listeria phage LMSP-25,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Pecentumvirus
RefSeq-v211,Listeria phage List-36,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Pecentumvirus
RefSeq-v211,Mycobacterium phage Kampy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Phantastic,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage ZoeJ,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Timquatrovirus
RefSeq-v211,Enterococcus phage EFC-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Mycobacterium phage Gaia,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Gaiavirus
RefSeq-v211,Mycobacterium phage Zapner,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Avanivirus
RefSeq-v211,Bacillus phage CAM003,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirus
RefSeq-v211,Bacillus phage Evoli,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirus
RefSeq-v211,Bacillus phage Hakuna,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Wphvirus
RefSeq-v211,Bacillus phage Hoody T,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bastillevirus
RefSeq-v211,Bacillus phage Megatron,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Wphvirus
RefSeq-v211,Bacillus phage Riley,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Bequatrovirus
RefSeq-v211,Synechococcus phage ACG-2014b,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Nereusvirus
RefSeq-v211,Synechococcus phage ACG-2014d,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Synechococcus phage ACG-2014e,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Synechococcus phage ACG-2014f,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Atlauavirus
RefSeq-v211,Synechococcus phage ACG-2014g,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Acionnavirus
RefSeq-v211,Synechococcus phage ACG-2014i,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Synechococcus phage ACG-2014j,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Escherichia phage vB_EcoM_112,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Escherichia phage e4/1c,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Rogunavirus
RefSeq-v211,Escherichia phage PE3-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kayfunavirus
RefSeq-v211,Staphylococcus phage SA97,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Dubowvirus
RefSeq-v211,Propionibacterium phage Pacnes 2012-15,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Mycobacterium phage Pinto,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Bacillus phage JBP901,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Caeruleovirus
RefSeq-v211,Staphylococcus phage phiSa119,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Biseptimavirus
RefSeq-v211,Shigella phage POCJ13,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Diegovirus
RefSeq-v211,Rhizobium phage vB_RleM_PPF1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Pseudomonas phage phiPSA2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Ghunavirus
RefSeq-v211,Pseudomonas phage phiPSA1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Propionibacterium phage PHL009M11,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL025M00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL030N00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL041M10,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL055N00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL067M01,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL070N00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL082M00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL082M03,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL085N00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL092M00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL095N00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL116M00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL117M00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL117M01,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL132N00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL141N00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL150M00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL151M00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL151N00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL152M00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL163M00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL171M01,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL179M00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL194M00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL199M00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL301M00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL308M00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Aurantimonas phage AmM-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Staphylococcus phage 3MRA,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Phietavirus
RefSeq-v211,Staphylococcus phage 23MRA,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Biseptimavirus
RefSeq-v211,Acinetobacter phage YMC-13-01-C62,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Obolenskvirus
RefSeq-v211,Escherichia typing phage 1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Felixounavirus
RefSeq-v211,Escherichia coli O157 typing phage 3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Mosigvirus
RefSeq-v211,Escherichia coli O157 typing phage 6,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Mosigvirus
RefSeq-v211,Bacillus phage Waukesha92,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Waukeshavirus
